NAME,NSECode,Industry
SKY INDUSTRIES LTD.,SKYIND,Textiles - Products
CANTABIL RETAIL INDIA LTD.,CANTABIL,Textiles - Products
GARWARE TECHNICAL FIBRES LTD,GARFIBRES,Textiles - Products
LOVABLE LINGERIE LTD.,LOVABLE,Textiles - Products
LIBAS CONSUMER,LIBAS,Textiles - Products
SP APPARELS LTD,SPAL,Textiles - Products
SPL INDUSTRIES LTD.,SPLIL,Textiles - Products
MITTAL LIFE STYL,MITTAL,Textiles - Products
MK EXIM (INDIA) LTD,MKEXIM,Textiles - Products
BELLA CASA FASHION & RETAIL LTD,BELLACASA,Textiles - Products
NANDANI CREATION,JAIPURKURT,Textiles - Products
KITEX GARMENTS LTD.,KITEX,Textiles - Products
SUDITI INDUSTRIES LTD.,SUDTIND-B,Textiles - Products
K.P.R. MILL LIMITED,KPRMILL,Textiles - Products
FILATEX FASHIONS LTD.,FILATFASH,Textiles - Products
PAGE INDUSTRIES LTD.,PAGEIND,Textiles - Products
DOLLAR INDUSTRIES LTD,DOLLAR,Textiles - Products
OSIAJEE TEXFAB LTD,OSIAJEE,Textiles - Products
ZODIAC CLOTHING CO.LTD.,ZODIACLOTH,Textiles - Products
VIRAT INDUSTRIES LTD.,VIRAT,Textiles - Products
JINDAL WORLDWIDE LTD.,JINDWORLD,Textiles - Products
THE MANDHANA RETAIL VENTURES LTD,TMRVL,Textiles - Products
BHILWARA TECHNICAL TEXTILES LTD.,BTTL,Textiles - Products
ZENITH EXPORTS LTD.,ZENITHEXPO,Textiles - Products
GOKALDAS EXPORTS LTD.,GOKEX,Textiles - Products
KEWAL KIRAN CLOTHING LTD.,KKCL,Textiles - Products
RUPA & COMPANY LTD.,RUPA,Textiles - Products
TCNS CLOTHING CO. LTD,TCNSBRANDS,Textiles - Products
DEEPAK SPINNERS LTD.,DEEPAKSP,Textiles - Spinning - Synthetic / Blended
SWASTI VINAYAKA SYNTHETICS LTD.,SWASTIVI,Textiles - Spinning - Synthetic / Blended
SPORTKING INDIA LTD,SPORTKING,Textiles - Spinning - Synthetic / Blended
SHIVA MILLS LTD,SHIVAMILLS,Textiles - Spinning - Synthetic / Blended
APM INDUSTRIES LTD.,APMIN,Textiles - Spinning - Synthetic / Blended
LAKHOTIA POLYESTERS (INDIA) LTD.,LAKHOTIA,Textiles - Spinning - Synthetic / Blended
SARLA PERFORMANCE FIBERS LTD.,SARLAPOLY,Textiles - Spinning - Synthetic / Blended
ADINATH TEXTILES LTD.,ADINATH,Textiles - Spinning - Synthetic / Blended
Meyer Apparel Ltd,MAL,"Textiles, Apparels & Accessories"
SUBHASH SILK MILLS LTD.,SUBSM,"Textiles, Apparels & Accessories"
BALAXI PHARMA,BALAXI,Trading
HARDWYN INDIA LTD,HARDWYN,Trading
EMPOWER INDIA LTD.,EMPOWER,Trading
EDYNAMICS SOLUTIONS LTD.,EDSL,Trading
ZENLABS ETHICA LTD,ZENLABS,Trading
FORTUNE INTERNATIONAL LTD.,FORINTL,Trading
YASH CHEMEX LTD,YASHCHEM,Trading
YARN SYNDICATE LTD.,YARNSYN,Trading
WORLDWIDE ALUMINIUM LTD,WWALUM,Trading
WHITE ORGANIC RETAIL LTD,WORL,Trading
WHITE ORGANIC AGRO LTD,WHITEORG,Trading
HEMANG RESOURCES LTD,HEMANG,Trading
3M INDIA LTD.,3MINDIA,Trading
A.F. ENTERPRISES LTD,AFEL,Trading
W.H.BRADY & CO.LTD.,WHBRADY,Trading
AA PLUS TRADELINK LTD,AAPLUSTRAD,Trading
V-MART RETAIL LTD.,VMART,Trading
VIVID MERCANTILE LTD,VIVIDM,Trading
VIVANZA BIOSCIENCES LTD,VIVANZA,Trading
VISAGAR POLYTEX LTD.,VIVIDHA,Trading
VINYL CHEMICALS (INDIA) LTD.,VINYLINDIA,Trading
VIKAS LIFECARE LTD,VIKASLIFE,Trading
7NR RETAIL LTD,7NR,Trading
VCU DATA MANAGEMENT LTD,VCU,Trading
SUN RETAIL LTD,SUNRETAIL,Trading
Vaxfab Enterprises Ltd,VEL,Trading
BLACK ROSE INDUSTRIES LTD.,BLACKROSE,Trading
SAKUMA EXPORTS LTD.,SAKUMA,Trading
MYSTIC ELECTRONICS LTD,MYSTICELE,Trading
MULLER & PHIPPS (INDIA) LTD.,MULLER,Trading
MSTC LTD,MSTCLTD,Trading
MRP AGRO LTD,MRP,Trading
SARTHAK INDUSTRIES LTD.,SARTHAKIND,Trading
SAT INDUSTRIES LTD.,SATINDLTD,Trading
Arman Holdings Ltd.,ARMAN,Trading
BRAND CONCEPTS,BCONCEPTS,Trading
SBC EXPORTS LTD,SBC,Trading
SEACOAST SHIPPING SERVICES LTD,SEACOAST,Trading
SHANKAR LAL RAMPAL DYE-CHEM LTD,SRD,Trading
SHANKARA BUILDING PRODUCTS LTD,SHANKARA,Trading
MITSHI INDIA LTD,MITSHI,Trading
SHARIKA ENTERPRISES LTD,SHARIKA,Trading
SHINE FASHIONS (INDIA) LTD,SHINEFASH,Trading
MEDICO INTERCONTINENTAL LTD,MIL,Trading
SHREE GLOBAL TRADEFIN LTD.,SHRGLTR,Trading
MAYUKH DEALTRADE LTD,MAYUKH,Trading
MAXIMUS INTERNATIONAL LTD,MAXIMUS,Trading
SHUBHLAXMI JEWEL,SHUBHLAXMI,Trading
SIDDHIKA COATINS,SIDDHIKA,Trading
SIRCA PAINTS,SIRCA,Trading
VAXTEX COTFAB,VCL,Trading
BHATIA COMMUNICATIONS & RETAIL (INDIA) LTD,BHATIA,Trading
RONI HOUSEHOLDS LTD,RONI,Trading
NIRAV COMMERCIALS LTD.,NIRAVCOM,Trading
NIVAKA FASHIONS LTD,NIVAKA,Trading
PRIME FRESH LTD,PRIMEFRESH,Trading
PRISM MEDICO AND PHARMACY LTD.,PRISMMEDI,Trading
PROSEED INDIA LTD,PROSEED,Trading
POLO QUEEN INDUSTRIAL AND FINTECH LTD,PQIF,Trading
AXTEL INDUSTRIES LTD.,AXTEL,Trading
QUINT DIGITAL MEDIA LTD,QUINT,Trading
AVIVA INDUSTRIES LTD.,AVIVA,Trading
AVI PRODUCTS INDIA LTD,APIL,Trading
RACE ECO CHAIN LTD,RACE,Trading
RADHAGOBIND COMMERCIAL LTD,RCL,Trading
PAZEL INTERNATIONAL LTD,PAZEL,Trading
BEEYU OVERSEAS LTD.,BEEYU,Trading
CARTRADE TECH LTD,CARTRADE,Trading
PANTH INFINITY LTD,PANTH,Trading
RAJNANDINI METAL,RAJMET,Trading
RAJNISH WELLNESS LTD,RAJNISH,Trading
PALM JEWELS LTD,PALMJEWELS,Trading
OZONE WORLD LTD,OZONEWORLD,Trading
RANGOLI TRADECOMM LTD,RTL,Trading
OSIA HYPER RETA.,OSIAHYPER,Trading
OPTIEMUS INFRACOM LTD,OPTIEMUS,Trading
RAVINDRA ENERGY LTD,RELTD,Trading
REDINGTON (INDIA) LTD.,REDINGTON,Trading
REMEDIUM LIFECARE LTD,REMLIFE,Trading
NURECA LTD,NURECA,Trading
RISA INTERNATIONAL LTD.,RISAINTL,Trading
AVENUE SUPERMARTS LTD,DMART,Trading
SOMANY HOME INNOVATION LTD,SHIL,Trading
MAHARASHTRA CORPORATION LTD.,MAHACORP,Trading
CRAVATEX LTD.,CRAVATEX,Trading
AEGIS LOGISTICS LTD.,AEGISCHEM,Trading
SPACEAGE PRODUCTS LTD,SPACEAGE,Trading
ADVITIYA TRADE INDIA LTD,ADVITIYA,Trading
TINNA RUBBER AND INFRASTRUCTURE LIMITED,TINNARUBR,Trading
TIRUPATI TYRES LTD,TTIL,Trading
J L MORISON (INDIA) LTD.,JLMORI,Trading
ISTREET NETWORK LIMITED,ISTRNETWK,Trading
TRENT LTD.,TRENT,Trading
ADITYA CONSUMER MARKETING LTD,ACML,Trading
TRIVENI ENTERPRISES LTD,TRIVENIENT,Trading
INDOVATION TECHNOLOGIES LTD.,INDOVATION,Trading
ADD-SHOP ERETAIL LTD,ASRL,Trading
INDO US BIO-TECH LTD,INDOUS,Trading
UNIVERSAL OFFICE AUTOMATION LTD.,UNIOFFICE,Trading
ADANI ENTERPRISES LTD.,ADANIENT,Trading
URJA GLOBAL LTD.,URJA,Trading
ICL ORGANIC DAIRY PRODUCTS LTD,ICLORGANIC,Trading
VADILAL ENTERPRISES LTD.,VADILENT,Trading
HIT KIT GLOBAL SOLUTIONS LTD.,HITKITGLO,Trading
VAISHALI PHARMA,VAISHALI,Trading
VAKSONS AUTOMOBILES LTD,VAL,Trading
ACE MEN ENGG WORKS LTD,ACEMEN,Trading
VAMA INDUSTRIES LTD.,VAMA,Trading
THE YAMUNA SYNDICATE LTD,YSL,Trading
CONTIL INDIA LTD.,CONTILI,Trading
ANIK INDUSTRIES LTD.,ANIKINDS,Trading
KMS MEDISURGI LTD,KMSMEDI,Trading
STANDARD INDUSTRIES LTD.,SIL,Trading
LAHOTI OVERSEAS LTD.,LAHOTIOV,Trading
STEEL EXCHANGE INDIA LTD.,STEELXIND,Trading
CHEMTECH INDUSTRIAL VALVES LTD,CHEMTECH,Trading
CHANDRA BHAGAT PHARMA LTD,CBPL,Trading
SUNCARE TRADERS LTD,SCTL,Trading
KONNDOR INDUSTRIES LTD,KONNDOR,Trading
SUPREMEX SHINE STEELS LTD,SUPREMEX,Trading
TEMBO GLOBAL,TEMBO,Trading
SVARAJ TRADING & AGENCIES LTD.,ZSVARAJT,Trading
T & I GLOBAL LTD.,TIGLOB,Trading
T.SPIRITUAL WORLD LTD.,TSPIRITUAL,Trading
STANDARD BATTERIES LTD.,STDBAT,Trading
LESHA INDUSTRIES LTD.,LESHAIND,Trading
KHEMANI DISTRIBUTORS & MARKETING LTD,KDML,Trading
KEMISTAR CORPORATION LIMITED,KEMISTAR,Trading
LE LAVOIR LTD,LELAVOIR,Trading
TAI INDUSTRIES LTD.,TAIIND,Trading
KABSONS INDUSTRIES LTD.,KABSON,Trading
AKG EXIM,AKG,Trading
BOMBAY METRICS SUPPLY CHAIN LIMITED,BMETRICS,Trading & Distributors
Goyal Aluminiums Ltd,GOYALALUM,Trading & Distributors
Rockingdeals Circular Economy Ltd,ROCKINGDCE,Trading & distributors
RAJKAMAL SYNTHETICS LTD.,RAJKSYN,Trading - Textiles
GALAXY CLOUD KITCHENS LTD,GCKL,Trading - manufacturing of food products
MRC Agrotech Ltd,MRCAGRO,Trading Companies & Distributors.
TAAL ENTERPRISES LTD,TAALENT,Transport - Airlines
THOMAS COOK (INDIA) LTD.,THOMASCOOK,Travel Agencies
INTERNATIONAL TRAVEL HOUSE LTD.,ITHL,Travel Agencies
INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD,IRCTC,Travel Agencies
TRANSCORP INTERNATIONAL LTD.,TRANSCOR,Travel Agencies
BALKRISHNA INDUSTRIES LTD.,BALKRISIND,Tyres
MRF LTD.,MRF,Tyres
DOLFIN RUBBERS LTD,DOLFIN,Tyres
GOODYEAR INDIA LTD.,GOODYEAR,Tyres
Viaz Tyres Ltd,VIAZ,Tyres & Rubber Products
Urban Enviro Waste Management Ltd,URBAN,Waste Management
Hi-Green Carbon Ltd,HIGREEN,Waste Management
LLOYDS LUXURIES LIMITED,LLOYDS,Wellness
All E Technologies Ltd,ALLETEC,
Ducol Organics & Colours Ltd,DUCOL,
Moxsh Overseas Educon Ltd,MOXSH,
NIDAN LABORATORIES AND HEALTHCARE LIMITED,NIDAN,
SUN PHARMACEUTICAL INDUSTRIES LTD.,SUNPHARMA,
Sungarner Energies Ltd,SEL,
Womancart Ltd,WOMANCART,
Shanthala FMCG Products Ltd,SHANTHALA,
Paragon Fine and Speciality Chemical Ltd,PARAGON,
